any of various doctrines closely related to Anabaptism	Religion, mysticism and mythology
fix a computer program piecemeal until it works; "I'm not very good at hacking but I'll give it my best"	Computing
collect or gather into shocks; "shock grain"	Numismatics and currencies
United States poet (1914-1965)	Literature and theatre
accumulation of menstrual blood in the vagina (usually due to an imperforate hymen)	Health and medicine
a document containing the terms of surrender	Computing
(of speech sounds) not forming or capable of forming the nucleus of a syllable; "initial 'l' in 'little' is nonsyllabic"	Language and linguistics
southern variety	Animals
a dialect of Tocharian	Language and linguistics
not moving quickly; taking a comparatively long time; "a slow walker"; "the slow lane of traffic"; "her steps were slow"; "he was slow in reacting to the news"; "slow but steady growth"	Physics and astronomy
to an inexpressible degree; "she was looking very young tonight, and, as usual, indescribably beautiful, in a simple strapless dress of a green and white silky cotton"	Philosophy and psychology
a scarlet European fungus with cup-shaped ascocarp	Biology
a regular and monotonous rising and falling intonation	Language and linguistics
any slime mold of the genus Dictostylium	Biology
a gasoline substitute consisting of 90% gasoline and 10% grain alcohol from corn	Chemistry and mineralogy
type genus of the Otariidae	Animals
extremely joyful	Philosophy and psychology
of or relating to or in accord with liturgy	Religion, mysticism and mythology
supply with funds in return for a promised share of profits	Business, economics, and finance
be perceived by; "Loud music greeted him when he entered the apartment"	Philosophy and psychology
an honorary degree in letters	Education
pertaining to any procedure involving two or more variables	Mathematics
a magical spell	Religion, mysticism and mythology
the most powerful tornado which can create enormously devastating damage; "supertwisters are fortunately rare"	Meteorology
lacking love and generosity; "all pious words and uncharitable deeds"- Charles Reade	Religion, mysticism and mythology
any shape that is triangular in cross section	Mathematics
a lead alloy that contains about 5% antimony	Chemistry and mineralogy
clay soil formed by sedimentary deposits	Farming
being in the exact middle	Mathematics
shine brightly, like a star or a light	Physics and astronomy
(rugby) knocking the ball forward while trying to catch it (a foul)	Sport and recreation
a mixture in which substances occur in distinct layers	Chemistry and mineralogy
following the teachings or manifesting the qualities or spirit of Jesus Christ	Religion, mysticism and mythology
gibberish and nonsense	Language and linguistics
a papule that changes into a blister	Health and medicine
a loan that is repayable on demand	Business, economics, and finance
exasperatingly difficult to handle or circumvent; "a nasty problem"; "a good man to have on your side in a tight situation"	Philosophy and psychology
the act of playing a musical instrument	Music
a feeling of dreary or pessimistic sadness	Philosophy and psychology
in a sincere and heartfelt manner; "I would dearly love to know"	Philosophy and psychology
fungi having smooth perithecia with dark one-celled ascospores	Biology
incapable of being transgressed or dishonored; "the person of the king is inviolable"; "an inviolable oath"	Law and crime
cause to form a salt or ester of citric acid	Chemistry and mineralogy
praise in a sonnet	Literature and theatre
the Polynesian language spoken by the Tongan people	Language and linguistics
of or relating to or containing a metrical foot of two unstressed syllables; "pyrrhic verses"	Language and linguistics
become horny and impregnated with keratin	Biology
having a valence of 1	Chemistry and mineralogy
with spite; in a spiteful manner; "he answered his accusers spitefully"	Philosophy and psychology
an amount greater than zero	Mathematics
copperheads	Animals
an industrial city in northwestern Ohio on Lake Erie	Geography and places
a disease of the intestinal tract	Health and medicine
a genus of Gliridae	Animals
free on bail	Law and crime
monetary unit in El Salvador	Numismatics and currencies
an overall summary	Law and crime
a mass of fungal tissue that has spore-bearing structures embedded in it or on it	Biology
produced by living organisms or biological processes; "fermentation is a biogenic process"	Biology
electric motor that moves the windshield wiper	Engineering and technology
represent in the form of an animal	Biology
intend or have as a purpose; "She designed to go far in the world of business"	Philosophy and psychology
a button on a shirt	Textile and clothing
the act of observing; "several sightings of enemy troops were reported"	Physics and astronomy
a wig made of horsehair; "the English judiciary wear their traditional horsehair wigs"	Textile and clothing
borne up by or suspended in a liquid; "the ship is still floating"; "floating logs"; "floating seaweed"	Chemistry and mineralogy
a transparent piece of ruby that has been cut and polished and is valued as a precious gem	Chemistry and mineralogy
record with a tape recorder	Music
use a computer mouse to move icons on the screen and select commands from a menu; "drag this icon to the lower right hand corner of the screen"	Computing
one of a series published periodically; "she found an old issue of the magazine in her dentist's waiting room"	Literature and theatre
a tree or shrub of the genus Helicteres	Biology
a reactionary politician in the United States (usually from the South)	Politics and government
chiefly Asiatic perennials: spirea	Biology
in an experimental fashion; "this can be experimentally determined"	Philosophy and psychology
characterized by quickness and ease in learning; "some children are brighter in one subject than another"; "smart children talk earlier than the average"	Philosophy and psychology
rig of a catboat	Warfare and defense
of or pertaining to the outside surface of an object	Physics and astronomy
call together; "The students were convened in the auditorium"	Mathematics
a Banto language spoken by the Herero in Namibia, Botswana, and Angola	Language and linguistics
red fox in the color phase when its pelt is mostly black	Animals
credit provided by a bank in honoring a customer's overdrafts	Business, economics, and finance
the most important point	Language and linguistics
the property of being shaped like a rectangle	Mathematics
a temperament that is perturbed and lacking in composure	Philosophy and psychology
a wind from the northwest	Meteorology
of or relating to or consisting of participles; "participial inflections"	Language and linguistics
by a glacier; "glacially deposited material"	Geology and geophysics
a feeling of protective affection	Philosophy and psychology
embroidery done with pairs of stitches that cross each other	Textile and clothing
monetary unit in Moldova	Numismatics and currencies
a glove made of fine soft leather (as kidskin)	Textile and clothing
occupy a place; "The crowds are moving in"	Law and crime
drive away by hitting with one's ball, "croquet the opponent's ball"	Sport and recreation
relating to or characteristic of fungi of the subclass Discomycetes	Biology
remote in manner; "stood apart with aloof dignity"; "a distant smile"; "he was upstage with strangers"	Philosophy and psychology
(American football) the position of the offensive back who lines up behind or outside the end	Sport and recreation
an adequate or large amount; "he had a quantity of ammunition"	Mathematics
in an improvident manner; "he lived improvidently for the moment"	Philosophy and psychology
convert (oxygen) into ozone	Chemistry and mineralogy
knowledge gained by perceiving; "a man admired for the depth of his perception"	Philosophy and psychology
covered with densely matted filaments	Biology
boldness as manifested in rash and daredevil behavior	Philosophy and psychology
falling below the manufacturer's standard; "irregular jeans"	Religion, mysticism and mythology
in an exaggerated manner	Philosophy and psychology
sell or provide on credit	Business, economics, and finance
a young prince	Royalty and nobility
make up; "coin phrases or words"	Language and linguistics
without regard for morality; "he acted immorally when his own interests were at stake"	Philosophy and psychology
a cut of beef from the shoulder blade	Food and drink
type genus of the family Notoryctidae: comprising solely the marsupial mole	Animals
weedy herb of eastern North America	Biology
of or relating to or belonging to the plant family Cruciferae	Biology
the act of referring or consulting; "reference to an encyclopedia produced the answer"	Health and medicine
penguins	Animals
self-consciously timid; "I never laughed, being bashful; lowering my head, I looked at the wall"- Ezra Pound	Philosophy and psychology
a light touch with the hands	Philosophy and psychology
a genus of Tyrannidae	Animals
uakaris	Animals
mark with diacritics; "point the letter"	Language and linguistics
an interpretation that easily understandable and acceptable	Philosophy and psychology
arteries that supply blood to the colon	Health and medicine
echidnas	Animals
in the right manner; "please do your job properly!"; "can't you carry me decent?"	Philosophy and psychology
snipes	Animals
sauce for pasta; contains tomatoes and garlic and herbs	Food and drink
put oneself forward in an assertive and insistent manner	Philosophy and psychology
any stratum or layer lying underneath another	Geology and geophysics
excluded from a society	Philosophy and psychology
using artistic forms and conventions to create effects; not natural or spontaneous; "a stylized mode of theater production"	Philosophy and psychology
showing an excessively deferential manner	Philosophy and psychology
make by shell stitching	Textile and clothing
show one's unhappiness or critical attitude; "He scolded about anything that he thought was wrong"; "We grumbled about the increased work load"	Philosophy and psychology
get rid of by sleeping; "sleep off a hangover"	Health and medicine
a common garden geranium with lemon-scented foliage	Biology
the Austronesian languages spoken by Australian aborigines	Language and linguistics
resulting in suffering or adversity; "ill effects"; "it's an ill wind that blows no good"	Health and medicine
a covered spoon with perforations	Food and drink
full of germs or pathological microorganisms; "the water in New York harbor is oily and dirty and germy"	Biology
logical and methodical reasoning	Philosophy and psychology
particulate glass made by grinding and used as an abrasive	Chemistry and mineralogy
suffering from algophobia; abnormally afraid of pain	Health and medicine
of or relating to Saint Dominic or the Dominican order; "Dominican monks"	Religion, mysticism and mythology
of or relating to whales and dolphins etc	Animals
in an exhaustive manner; "we searched the files thoroughly"	Philosophy and psychology
French soldier who served under George Washington in the American Revolution (1757-1834)	Warfare and defense
construct a theory about; "Galileo theorized the motion of the stars"	Philosophy and psychology
a thin soup of meat or fish or vegetable stock	Food and drink
in a shifty manner; "he looked at his new customer shiftily"	Philosophy and psychology
(of reputation) free from blemishes; "his unsullied name"; "an untarnished reputation"	Health and medicine
the day after today; "what are our tasks for tomorrow?"	Physics and astronomy
a feeling of ill will arousing active hostility	Philosophy and psychology
separate (a metal) from an ore	Chemistry and mineralogy
an ester of glycerol and palmitic acid	Chemistry and mineralogy
to join or unite the pieces of; "patch the skirt"	Textile and clothing
tropical American tree	Biology
overly protective; "overprotective parents"	Philosophy and psychology
refuse to acknowledge; "He turns a blind eye to the injustices in his office"	Philosophy and psychology
with great feeling; "she spoke feelingly of her early childhood"	Philosophy and psychology
entrusted with private information and the confidence of another; "a confidential secretary"	Philosophy and psychology
extremely difficult; requiring the strength of a Hercules; "a herculean task"	Philosophy and psychology
put a shirt on	Textile and clothing
the roller on a typewriter against which the keys strike	Mathematics
capable of being modified in form or character or strength (especially by making less extreme); "the rhythm of physiological time is not modifiable except by interference with certain fundamental processes" - Alexis Carrel	Philosophy and psychology
using more than one key or tonality simultaneously; "exciting rhythms and polytonal harmonies"	Music
mount or put up; "put up a good fight"; "offer resistance"	Warfare and defense
befitting a mother; warm and nurturing	Philosophy and psychology
ready to entertain new ideas; "an open-minded curiosity"; "open-minded impartiality"	Philosophy and psychology
(taxes) an amount that can be deducted (especially for the purposes of calculating income tax)	Business, economics, and finance
of an organic compound; containing two or more double bonds each separated from the other by a single bond	Chemistry and mineralogy
dehydrogenate with oxygen	Chemistry and mineralogy
a sulfa drug used like sulfadiazine and also in veterinary medicine	Health and medicine
assume sponsorship of	Philosophy and psychology
corduroy with narrow ribs	Textile and clothing
military installation consisting of a prepared position for siting a weapon	Warfare and defense
hit (a tennis ball) in a powerful overhead stroke	Sport and recreation
(of paper money) not convertible into coin at the pleasure of the holder	Numismatics and currencies
jerboa rats	Animals
a genus of Rallidae	Animals
the process of transfering an amino group from one compound to another	Chemistry and mineralogy
jacamars	Animals
in a capricious manner; "there were Turk's head lilies and patches of iris , islands of brilliant blue set capriciously in the green sea"	Philosophy and psychology
a device regarded as providing amusement; "private airplanes are a rich man's toy"	Engineering and technology
software that can run on different computers without modification	Computing
act as the stooge; "His role was to stooge for the popular comedian"	Media
of a chemical compound having a ring with three members	Chemistry and mineralogy
a genus of Phasianidae	Animals
a soup made with vegetables and tripe and seasoned with peppercorns; often contains dumplings	Food and drink
of or relating to or characteristic of an autobiographer; "he seldom suppressed his autobiographical tendencies"	Literature and theatre
an order of spiny-finned fish in the superorder Acanthopterygii	Animals
a polynomial equation of the first degree	Mathematics
Eurasian shrubby willow with whitish tomentose twigs	Biology
an assistant football coach in charge of the linemen	Sport and recreation
fail to satisfy	Philosophy and psychology
a program that can be located in different parts of memory at different times	Computing
seeded grape that has been dried	Food and drink
an egg-shaped leaf with the narrower end at the base	Biology
make a loud resonant noise; "the alarm clangored throughout the building"	Music
involving financial matters; "fiscal responsibility"	Business, economics, and finance
(of hair or clothing) groomed with a brush; "with shining hair neatly brushed"; "the freshly brushed clothes hung in the closet"	Textile and clothing
a young peafowl	Animals
wealth that is inherited rather than earned	Business, economics, and finance
corncrakes	Animals
(often followed by `for') ardently or excessively desirous; "avid for adventure"; "an avid ambition to succeed"; "fierce devouring affection"; "the esurient eyes of an avid curiosity"; "greedy for fame"	Philosophy and psychology
inflammation of the eyelid	Health and medicine
without emotional agitation; "tranquilly she went on with her work"	Philosophy and psychology
the Athapaskan language spoken by the Mattole	Language and linguistics
monetary unit in Lithuania	Numismatics and currencies
fight a duel, as over one's honor or a woman; "In the 19th century, men often dueled over small matters"	Philosophy and psychology
the virus that produces stunting and yellowing of the leaves of potato plants	Biology
a walker or runner who trips and almost falls	Transport and travel
capable of discerning distant objects; "a telescopic eye"; "telescopic vision"	Physics and astronomy
stripped of drapery; "the undraped statue"	Textile and clothing
true hedgehogs	Animals
in a manner having a powerful influence; "Clytemnestra's ghost crying in the night for vengeance remained most potently in the audience's mind"	Philosophy and psychology
pine mice	Animals
shining or glowing by night; "the noctilucent eyes of a cat"	Physics and astronomy
create (clothes) with cloth; "Can the seamstress sew me a suit by next week?"	Textile and clothing
of or relating to a batholith	Geology and geophysics
tropical American succulent shrubs	Biology
round-tailed muskrat	Animals
resembling an eel in being long and thin and sinuous	Mathematics
advanced bipedal carnivorous dinosaur	Animals
climbing herbs	Biology
a squeaking sound; "the creak of the floorboards gave him away"	Music
grampus	Animals
mentally disposed; "he was ready to believe her"	Philosophy and psychology
ready-made clothing; "she couldn't find anything in ready-to-wear that she liked"	Textile and clothing
exuberantly creative	Philosophy and psychology
smelling of onions or garlic	Food and drink
the region that is inside of something	Physics and astronomy
a Spanish pellitory	Biology
type genus of the Procaviidae	Animals
a garment size for a very large person	Textile and clothing
deny or renounce; "They abnegated their gods"	Philosophy and psychology
having a positive charge; "protons are positive"	Physics and astronomy
of or relating to the stars or constellations; "sidereal bodies"; "the sidereal system"	Physics and astronomy
of or pertaining to or characteristic of Judaism; "Orthodox Judaism"	Religion, mysticism and mythology
infect with a canker	Health and medicine
United States painter noted for his woodcuts (1882-1971)	Art, architecture, and archaeology
in a stupid manner; "he had so rapaciously desired and so obtusely expected to find her alone"	Philosophy and psychology
make bitter	Food and drink
visited by throngs of tourists; "of the three American Virgin islands St. Thomas is the most touristed"; "tourists descend in busloads...so the whole place is rather touristy"	Philosophy and psychology
capable of being uttered in words or sentences	Language and linguistics
an object in a passive construction	Language and linguistics
(of birds) especially having the flight feathers	Animals
the principal part of a duet (especially a piano duet)	Music
monetary unit in Ecuador	Numismatics and currencies
free of corruption or immorality; "a policeman who was incorrupt and incorruptible"	Philosophy and psychology
having or covered with leaves; "leafy trees"; "leafy vegetables"	Biology
in a callous way; "he callously exploited their feelings"	Philosophy and psychology
(eggs) cooked until the yolk is solid	Food and drink
the residence of a religious community	Art, architecture, and archaeology
befitting or characteristic of a woman especially a mature woman; "womanly virtues of gentleness and compassion"	Philosophy and psychology
a Christian; "Christians refer to themselves as gentiles"	Religion, mysticism and mythology
an urban area in a Spanish-speaking country	Geography and places
of or pertaining to or characteristic of plants of the family Iridaceae	Biology
without prior preparation; "he spoke extemporaneously"	Philosophy and psychology
your right in a promissory note in which the maker promises to pay a certain amount of money at a certain time	Business, economics, and finance
someone who propagates plants (as under glass)	Biology
a stiff hollow protective spine on a porcupine or hedgehog	Animals
the newspaper editor responsible for business news	Literature and theatre
a variety of aster	Biology
the state or situation of being alone	Health and medicine
make bigger or wider in size, volume, or quantity; "expand the house by adding another wing"	Mathematics
of or relating to the Quechua or their language	Language and linguistics
barely credible; "the fabulous endurance of a marathon runner"	Philosophy and psychology
a trustful relationship; "he took me into his confidence"; "he betrayed their trust"	Philosophy and psychology
any mold of the genus Mucor	Biology
in an elegantly luxuriant way; "this suave, culture-loving and luxuriantly good-looking M.P.represents the car-workers of Coventry"	Philosophy and psychology
the capital of the state of Kansas; located in eastern Kansas on the Kansas river	Geography and places
degenerate wormlike burrowing lizard of California closely related to alligator lizards	Animals
an act of delaying or interrupting the continuity; "it was presented without commercial breaks"; "there was a gap in his account"	Language and linguistics
change a pawn for a better piece by advancing it to the eighth row, or change a checker piece for a more valuable piece by moving it to the row closest to your opponent	Games and video games
marked by lack of definite plan or regularity or purpose; jumping from one thing to another; "desultory thoughts"; "the desultory conversation characteristic of cocktail parties"	Philosophy and psychology
broil in a pan	Food and drink
constitutional in the structure of something (especially your physical makeup)	Biology
veins that drain the thoracic walls	Health and medicine
a nap; "Arthur's taking a short zizz"	Health and medicine
music composed for dancing the saraband	Music
any of various South American hummingbirds with a sharp pointed bill	Animals
an elasticized rope	Textile and clothing
lacking interest or significance or impact; "an insipid personality"; "jejune novel"	Philosophy and psychology
an abrupt excited utterance; "she gave an exclamation of delight"; "there was much exclaiming over it"	Language and linguistics
uncompromising resolution	Philosophy and psychology
lemmings	Animals
gravel as found in natural deposits	Geology and geophysics
dressed in a uniform; "uniformed policemen lined the President's route"	Textile and clothing
not alike or similar; "as unalike as two people could be"	Mathematics
the next day; "whenever he arrives she leaves on the morrow"	Physics and astronomy
holding by the police; "the suspect is in custody"	Warfare and defense
celery	Biology
(chemistry, physics, biology) resistant to change	Biology
made dim or less bright; "the dimmed houselights brought a hush of anticipation"; "dimmed headlights"; "we like dimmed lights when we have dinner"	Physics and astronomy
a graphical record produced by a thermograph	Mathematics
a request; "many calls for Christmas stories"; "not many calls for buggywhips"	Religion, mysticism and mythology
a Rhaeto-Romance dialect of Romansh spoken in southeastern Switzerland	Language and linguistics
epiphytic ferns with long rhizomes; tropical America	Biology
a friendly disposition	Philosophy and psychology
tropical American fern with coarsely lobed to palmatifid fronds	Biology
larva of moth of the family Arctiidae	Animals
a writer of Gothic romances	Literature and theatre
in an expedient manner	Philosophy and psychology
a town in northeast Texas	Geography and places
rash impulsiveness	Health and medicine
waxwings	Animals
monetary unit in Tanzania	Numismatics and currencies
in a manner or to a degree that dazzles the beholder	Philosophy and psychology
containing one atom of metal in the molecule; "monometallic carbonyls"	Chemistry and mineralogy
in an inscrutable manner	Philosophy and psychology
the Uto-Aztecan language spoken by the Pima	Language and linguistics
shell of puff paste	Food and drink
remove by the application of water or other liquid and soap or some other cleaning agent; "he washed the dirt from his coat"; "The nurse washed away the blood"; "Can you wash away the spots on the windows?"; "he managed to wash out the stains"	Chemistry and mineralogy
discontinuation of the meeting (of a legislative body) without dissolving it	Health and medicine
having no carpels	Biology
in a multiplicative manner; "the errors increased multiplicatively"	Philosophy and psychology
genets	Animals
lacking exceptional quality or ability; "a novel of average merit"; "only a fair performance of the sonata"; "in fair health"; "the caliber of the students has gone from mediocre to above average"; "the performance was middling at best"	Philosophy and psychology
create by organizing and linking ideas, arguments, or concepts; "construct a proof"; "construct an argument"	Philosophy and psychology
the quality of hearty sincerity	Philosophy and psychology
a bitter yellow powder used to treat skin diseases	Health and medicine
type genus of the Trogonidae	Animals
major items of military weaponry (as tanks or missile)	Warfare and defense
having words written out in full by hand; "longhand writing"	Language and linguistics
the post or office of legate	Religion, mysticism and mythology
give supporting evidence; "He vouched his words by his deeds"	Law and crime
a relative amount; "mix one volume of the solution with ten volumes of water"	Mathematics
the day immediately before today; "it was in yesterday's newspapers"	Physics and astronomy
of or relating to dimensions	Mathematics
easily deciphered	Language and linguistics
building that contains a surface for ice skating or roller skating	Art, architecture, and archaeology
control a submarine	Warfare and defense
of or relating to antiques or antiquities	Art, architecture, and archaeology
garments that must be repaired	Textile and clothing
broadcast again, as of a film	Media
any circular or rotating mechanism; "the machine punched out metal circles"	Mathematics
in a surprising manner; "he was surprisingly friendly"	Philosophy and psychology
a feeling of anger and animosity; "having one's hackles or dander up"	Philosophy and psychology
a rural idiom or expression	Language and linguistics
harvestmen	Animals
not having existence or being or actuality; "chimeras are nonexistent"	Religion, mysticism and mythology
a dowitcher with a grey back	Animals
the branch of Christian theology that deals with salvation as the effect of a divine agency	Religion, mysticism and mythology
small subgenus of ornamental tropical shrubs or trees; not recognized in some classifications	Biology
a seven-sided polygon	Mathematics
perennial rhizomatous herbs	Biology
not gained by merit or labor or service; "accepted the unearned rewards that came his ways as well as the unearned criticism"; "unearned income"; "an unearned run"	Business, economics, and finance
a variety of aster	Biology
butterscotch candy kiss	Food and drink
constructed or drawn to a big scale; "large-scale maps"	Mathematics
chiefly web-footed swimming birds	Animals
in an impenitent manner; "he repeated his position unrepentantly"	Philosophy and psychology
a highly poisonous brown gas (NO2)	Chemistry and mineralogy
cacomistles	Animals
in a heartless manner; "she behaves rather heartlessly toward her admirers"	Philosophy and psychology
based on an incorrect or misleading notion or information; "fallacious hope"	Philosophy and psychology
an adherent of Mahdism	Religion, mysticism and mythology
a rug with long pile	Textile and clothing
make a strenuous or labored effort; "She struggled for years to survive without welfare"; "He fought for breath"	Sport and recreation
cover with a carpet; "carpet the floors of the house"	Textile and clothing
of plants that are rich in nectar	Biology
medicine used to treat diarrhea	Health and medicine
unrefined lead that is hard because of the impurities it contains	Chemistry and mineralogy
an audio system that can reproduce and amplify signals to produce sound	Music
a genus of Hirundinidae	Animals
care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)	Health and medicine
set at a sharp or high angle or slant; "a high-pitched roof"	Mathematics
any of numerous American wood warblers that feed on insects caught on the wing	Animals
of a light shade of red	Heraldry, honors, and vexillology
become jelly; "The sauce jellified"	Food and drink
shrubby climbers of tropical America	Biology
used to form the comparative of some adjectives and adverbs; "more interesting"; "more beautiful"; "more quickly"	Language and linguistics
being put out by a strikeout; "two down in the bottom of the ninth"	Sport and recreation
(cricket) an over in which no runs are scored	Sport and recreation
mynas	Animals
the quality of being open to public view; "the publicity of the court room"	Philosophy and psychology
showy poinsettia found from the southern United States to Peru	Biology
cause to be in brief contact with; "He touched his toes to the horse's flanks"	Philosophy and psychology
a sleeve extending from shoulder to wrist	Textile and clothing
North American warbler having a black-and-white head	Animals
reach a certain age that marks a transition to maturity	Law and crime
gametangia and surrounding bracts	Biology
having or showing keen interest or intense desire or impatient expectancy; "eager to learn"; "eager to travel abroad"; "eager for success"; "eager helpers"; "an eager look"	Philosophy and psychology
United States writer of historical novels (1907-1997)	Literature and theatre
supply a melody for	Music
on or relating to the opposite side (of the body)	Physics and astronomy
fit for habitation; "the habitable world"	Biology
a race for election to the senate	Politics and government
strike and dash about in a liquid; "The boys splashed around in the pool"	Chemistry and mineralogy
a remark capable of wounding mentally; "the unkindest cut of all"	Philosophy and psychology
(of sound) set to a certain pitch or key; usually used as a combining form; "high-pitched"	Music
lacking proof or substantiation	Law and crime
an unneighborly disposition	Philosophy and psychology
otter shrews	Animals
in a cagey manner; "`I don't know yet,' he answered cagily"	Philosophy and psychology
depletion of bodily fluids	Health and medicine
adhesion between the iris and the lens	Health and medicine
type genus of the Sylviidae: warblers	Animals
of or relating to a ventricle (of the heart or brain)	Health and medicine
scratch repeatedly; "The cat scraped at the armchair"	Health and medicine
a member of the Algonquian people formerly of Maryland and eastern Delaware	Language and linguistics
a port city in northeastern Brazil	Geography and places
a satellite equipped with a telescope to observe infrared radiation	Physics and astronomy
affected with palsy or uncontrollable tremor; "palsied hands"	Health and medicine
order of chiefly parasitic lower fungi: Albuginaceae and Peronosporaceae and Pythiaceae	Biology
charge a fee for using; "Toll the bridges into New York City"	Business, economics, and finance
steel with a surface that is much harder than the interior metal	Chemistry and mineralogy
young owl	Animals
first or lowest balcony	Art, architecture, and archaeology
touch with the toe	Philosophy and psychology
any fern of the genus Doodia having pinnate fronds with sharply dentate pinnae	Biology
of or relating to Carl Jung or his psychological theories	Philosophy and psychology
make or coin into a word or accept a new word into the lexicon of a language; "The concept expressed by German `Gemuetlichkeit' is not lexicalized in English"	Language and linguistics
a subsidiary proposition that is assumed to be true in order to prove another proposition	Mathematics
give the etymology or derivation or suggest an etymology (for a word); "The linguist probably etymologized the words incorrectly"; "Although he is not trained in this, his hobby is etymologizing"	Language and linguistics
a center where conferences can be conducted	Art, architecture, and archaeology
larks	Animals
monetary unit in Oman	Numismatics and currencies
strike a ball from the teeing ground at the start of a hole	Sport and recreation
pathological condition of being varicose or having varicose veins	Health and medicine
a genus of fossil bird	Animals
detected by instinct or inference rather than by recognized perceptual cues; "the felt presence of an intruder"; "a sensed presence in the room raised goosebumps on her arms"; "a perceived threat"	Philosophy and psychology
the branch of medical science that deals with the nervous system	Health and medicine
in a plaintive manner; "the last note of the song rang out plaintively"	Philosophy and psychology
financial security	Business, economics, and finance
a dismissive term for a girl who is immature or who lacks respect; "she was incensed that this chit of a girl should dare to make a fool of her in front of the class"; "she's a saucy chit"	Philosophy and psychology
(genetics) the process whereby DNA makes a copy of itself before cell division	Biology
monetary unit in Bhutan	Numismatics and currencies
the position of disciple	Religion, mysticism and mythology
the topsail on a foremast	Warfare and defense
opossum shrimp	Animals
having a sharp cutting edge or point; "a keen blade"	Mathematics
on or from the other side of an ocean; "transoceanic crossing"	Physics and astronomy
draft horse kept for pulling carts	Animals
grebes	Animals
exercise designed to strengthen the neck muscles	Health and medicine
extremely pleasant in a gentle way; "the most dulcet swimming on the most beautiful and remote beaches"	Philosophy and psychology
the greatest amount of something that is possible or allowed; "there are limits on the amount you can bet"; "it is growing rapidly with no limitation in sight"	Mathematics
an interpretation of a matter from a particular viewpoint; "his version of the fight was different from mine"	Philosophy and psychology
the act of drafting into military service	Warfare and defense
a relatively insignificant position from which future progress might be made; "American diplomacy provided a toehold on which to proceed toward peace talks"; "his father gave him a toehold in the oil business"	Law and crime
paint again; "He repainted the same scenery many times during his life"	Art, architecture, and archaeology
of pink tinged with magenta	Heraldry, honors, and vexillology
an ill-defined bodily ailment; "he said he had the crud and needed a doctor"	Health and medicine
in a puny manner	Philosophy and psychology
any compound containing three chlorine atoms in each molecule	Chemistry and mineralogy
expose one's buttocks to; "moon the audience"	Animals
bacteria producing yellow non-water-soluble pigments; some pathogenic for plants	Biology
in a convivial manner; "`Let's go and have a drink,' she said convivially"	Philosophy and psychology
the mathematical process of finding the maximum value of a function	Mathematics
become inflamed; get sore; "His throat inflamed"	Health and medicine
make powerless and unable to function; "The bureaucracy paralyzes the entire operation"	Philosophy and psychology
the latest possible moment; "money became available at the eleventh hour"; "at the last minute the government changed the rules"	Mathematics
an exorbitant or unlawful rate of interest	Business, economics, and finance
the capability of a technological system to perform as intended	Warfare and defense
the language spoken by the Eskimo	Language and linguistics
chiefly fruticose maritime rock-inhabiting lichens	Biology
not responding to treatment; "a stubborn infection"; "a refractory case of acne"; "stubborn rust stains"	Health and medicine
cause to be enthusiastic; "Her playing brought down the house"	Philosophy and psychology
lacking continuity or regularity; "an irregular worker"; "employed on a temporary basis"	Philosophy and psychology
sell at artificially low prices	Business, economics, and finance
convert from a fixed point notation to a floating point notation; "float data"	Mathematics
of a light shade of blue	Heraldry, honors, and vexillology
close relative to the desert tortoise; may be reclassified as a member of genus Xerobates	Animals
of or relating to or characteristic of or appropriate for children or young people; "juvenile diabetes"; "juvenile fashions"	Animals
remove a cloak from	Textile and clothing
self-punishment inflicted by whipping	Law and crime
perform a division; "Can you divide 49 by seven?"	Mathematics
pajamas worn while lounging	Textile and clothing
cook over a hibachi grill	Food and drink
a triangle that contains an obtuse interior angle	Mathematics
a portable loudspeaker with built-in microphone and amplifier	Engineering and technology
a member of the Dravidian people living in northern Bengal in eastern India	Language and linguistics
dried bark of various magnolias; used in folk medicine	Biology
Old World quail	Animals
United States astronomer (1835-1909)	Physics and astronomy
something twisted and tight and swollen; "their muscles stood out in knots"; "the old man's fists were two great gnarls"; "his stomach was in knots"	Mathematics
hyenas	Animals
showing lack of skill or aptitude; "a bungling workman"; "did a clumsy job"; "his fumbling attempt to put up a shelf"	Philosophy and psychology
type genus of the Edaphosauridae	Animals
a league of hockey teams	Sport and recreation
a nature given to nagging or scolding	Philosophy and psychology
emotionally upset; "the incident left him unstrung and incapable of rational effort"	Philosophy and psychology
in an inhospitable manner; "she was received inhospitably by her new family"	Philosophy and psychology
a city in northwest Louisiana on the Red River near the Texas border	Geography and places
socialization through training and education to develop one's mind or manners; "her cultivation was remarkable"	Philosophy and psychology
a pronunciation of afraid	Language and linguistics
expressing sorrow	Philosophy and psychology
at a wholesale price; "I can sell it to you wholesale"	Business, economics, and finance
put (a piece of music) into another key	Music
a coarse fabric of silk mixed with wool or mohair and often stiffened with gum	Textile and clothing
the action of fetching	Health and medicine
in an unconcerned manner; "glanced casually at the headlines"	Philosophy and psychology
a spore-bearing branch or organ: the part of the thallus of a sporophyte that develops spores; in ferns and mosses and liverworts is practically equivalent to the sporophyte	Biology
attach a morpheme into a stem word	Language and linguistics
the activity of washing windows	Textile and clothing
a serviceman who ranks below a commissioned officer	Warfare and defense
sublime (a compound) once again	Chemistry and mineralogy
offering goods and services for sale	Business, economics, and finance
